Time(Iteration),PHELinearBanditTheta
0,0.9991950550536913
1,0.9993283629420381
2,0.9992871856933858
3,0.9992730901416585
4,0.9993126580963881
5,0.9993228743791613
6,0.999327069034923
7,0.9993466735514058
8,0.9993294215331738
9,0.9993078205924013
10,0.9992962138595909
11,0.9993034582758487
12,0.9993032417950165
13,0.9992998394533517
14,0.9992884608272468
15,0.9992750404241934
16,0.9992770381468963
17,0.9993004734205689
18,0.9993127233101964
19,0.9993258723330207
20,0.9993326956321272
21,0.9993258600544044
22,0.9993352783574252
23,0.9993308252992138
24,0.9993344084094391
25,0.9993403080186629
26,0.9993353401186786
27,0.999326057207619
28,0.9993277958283141
29,0.9993391015686306
30,0.9993369945114683
31,0.9993409370860654
32,0.9993477213594701
33,0.999344894871588
34,0.9993514059891396
35,0.9993597267134975
36,0.9993535521493369
37,0.9993596828452704
38,0.9993561433736925
39,0.9993541998785596
40,0.9993561813107986
41,0.9993560862632327
42,0.9993581475573012
43,0.9993557577117805
44,0.9993590736199559
45,0.9993547484666345
46,0.9993561496398661
47,0.999358573605902
48,0.9993618629345754
49,0.9993625617443629
50,0.9993596679231613
51,0.9993611270543065
52,0.9993587211748599
53,0.9993637090619767
54,0.9993612740788157
55,0.9993606404172468
56,0.9993605039313632
57,0.9993599871683237
58,0.9993603513940694
59,0.9993609217674742
60,0.9993563491749475
61,0.9993566353529708
62,0.999358084543428
63,0.9993561166516665
64,0.9993561478236133
65,0.9993522067833286
66,0.9993484318022956
67,0.9993493587825482
68,0.999348415465505
69,0.999345653263281
70,0.9993501213328813
71,0.9993499597844571
72,0.9993498306706055
73,0.9993449237750603
74,0.9993411715038084
75,0.9993392671284183
76,0.9993416618043897
77,0.999341326761504
78,0.999338731765404
79,0.9993345646691487
80,0.9993312070642908
81,0.9993340086737806
82,0.9993314811577825
83,0.9993327754723744
84,0.9993310550672396
85,0.9993283968020868
86,0.9993268104516787
87,0.9993270891242837
88,0.999328162764658
89,0.9993295924834816
90,0.9993254652033364
91,0.9993262609308239
92,0.9993254467330394
93,0.9993271817353918
94,0.9993263992981328
95,0.9993265292539263
96,0.9993265410563918
97,0.9993270579502214
98,0.9993263334322882
99,0.9993276174521437
100,0.9993299512260478
101,0.9993287992008023
102,0.9993293798705626
103,0.9993319121316582
104,0.9993324974713694
105,0.9993334583936232
106,0.9993320389425022
107,0.9993320067688183
108,0.9993341118494001
109,0.9993352178637475
110,0.9993332774407906
111,0.9993355599459793
112,0.9993348256244705
113,0.9993336440888949
114,0.9993331352981121
115,0.9993340639115755
116,0.9993349796711503
117,0.99933692761996
118,0.9993367289924915
119,0.9993355175051306
120,0.9993354245444148
121,0.9993352908470812
122,0.999335456909626
123,0.9993376048269088
124,0.999338432790825
125,0.9993395115739124
126,0.9993386833744491
127,0.9993382977714764
128,0.9993379992767567
129,0.9993386404545325
130,0.999337893996948
131,0.9993386987019441
132,0.9993375532578493
133,0.9993389533050381
134,0.99933809138954
135,0.9993398932735966
136,0.9993387891354407
137,0.9993384829844084
138,0.999338745911577
139,0.9993388152435367
140,0.9993395682344793
141,0.9993401355658114
142,0.9993408225669442
143,0.9993409940633102
144,0.9993409239351351
145,0.9993400793316212
146,0.9993404193636151
147,0.9993386951117165
148,0.9993376912921754
149,0.9993372115660641
150,0.9993371351571547
151,0.9993368620227271
152,0.9993357307119067
153,0.9993352648120336
154,0.9993333888230479
155,0.9993343722096748
156,0.9993347136999541
157,0.9993348383332867
158,0.9993342664902116
159,0.9993355459069067
160,0.999335940867636
161,0.9993354529130585
162,0.9993363117841969
163,0.9993352075563451
164,0.9993344262748437
165,0.999333350759683
166,0.9993329883450102
167,0.9993338405732276
168,0.9993337451635543
169,0.9993345192879595
170,0.9993357084338804
171,0.999335669980921
172,0.9993343446429254
173,0.9993331148208444
174,0.9993326621479138
175,0.9993328288465605
176,0.9993349816564688
177,0.999336245552063
178,0.9993363475055508
179,0.9993349313573597
180,0.999334772584208
181,0.9993351450440391
182,0.9993344303285815
183,0.9993347844006999
